model,scope,auc,average_precision,brier,log_loss,n,positive_rate
Logistic,test_matched_1500_context,0.8020834406475252,0.47152023826602446,0.11439421368231145,0.3664537063435749,2057,0.1648031113271755
Random Forest,test_matched_1500_context,0.7898942654729895,0.4440100880260309,0.11545836940452253,0.37313505514155,2057,0.1648031113271755
XGBoost,test_matched_1500_context,0.805057331533889,0.44418397931940495,0.11524314433336258,0.36733099818229675,2057,0.1648031113271755
